"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000003038",-0.867463030447382,8.47955776311332,11.4877363807511,0.00493005380764512,0.0132441668213397,"Hmgn2","high mobility group nucleosomal binding domain 2","15331"
"ENSMUSG00000036955",-0.82354808831161,6.37959348774341,11.484395121068,0.00493469931013776,0.0132546785359742,"Kifbp","kinesin family binding protein","72320"
"ENSMUSG00000026770",-2.18283871465535,0.505471902244437,11.5155323795512,0.00493598586467949,0.0132561662831596,"Il2ra","interleukin 2 receptor, alpha chain","16184"
"ENSMUSG00000042870",0.835308399322339,4.79305476555878,11.4756913620915,0.00494696320843909,0.0132836754719929,"Tom1","target of myb1 trafficking protein","21968"
"ENSMUSG00000071691",-2.81618537804601,-0.525323334733469,10.5785859621528,0.00494849661563495,0.0132858212296606,"Top6bl","TOP6B like initiator of meiotic double strand breaks","381196"
"ENSMUSG00000106567",-6.11912182884387,-1.50355326082139,12.1463057539301,0.00495322090581655,0.0132946160398826,NA,NA,NA
"ENSMUSG00000063838",1.33675590749478,1.32428376273371,11.4812980593144,0.00495338772365306,0.0132946160398826,"Cdc42ep5","CDC42 effector protein 5","58804"
"ENSMUSG00000039396",1.10894178570127,2.91514686197151,11.4528021737768,0.00495423922769958,0.0132946160398826,"Neil3","nei like 3 (E. coli)","234258"
"ENSMUSG00000060376",-0.912922878575656,4.05785148459792,11.470000205931,0.00495521445377706,0.0132946160398826,"Bckdha","branched chain ketoacid dehydrogenase E1, alpha polypeptide","12039"
"ENSMUSG00000056019",0.884030911956074,2.92266174968595,11.4703267885507,0.00495544633686886,0.0132946160398826,"Zfp709","zinc finger protein 709","236193"
"ENSMUSG00000020770",-0.819298022063653,4.1161387140588,11.4650994069027,0.00496205507219818,0.0133099672432898,"Unk","unkempt family zinc finger","217331"
"ENSMUSG00000044827",-1.09093639191893,4.11136385682034,11.464643500318,0.00496263964092373,0.0133099672432898,"Tlr1","toll-like receptor 1","21897"
"ENSMUSG00000089999",-1.77927609986072,1.616888919126,11.4745147419101,0.00497052163013361,0.0133291311477705,NA,NA,NA
"ENSMUSG00000050232",-1.68018519508236,2.9457936767735,11.4601542417638,0.00497184978159622,0.0133292358269684,"Cxcr3","C-X-C motif chemokine receptor 3","12766"
"ENSMUSG00000022142",1.12231602146403,3.16275027166208,11.4583553817336,0.00497203407926878,0.0133292358269684,"Nup155","nucleoporin 155","170762"
"ENSMUSG00000103472",-1.66759570297532,1.16340215296648,11.4811270691716,0.00497309866605859,0.0133301146911108,"Pcdhga7","protocadherin gamma subfamily A, 7","93715"
"ENSMUSG00000019261",0.631061613526149,5.22529944220314,11.4540698776626,0.00497710460148613,0.0133388762486578,"Map1s","microtubule-associated protein 1S","270058"
"ENSMUSG00000090033",-5.34388826628286,-0.879377437969859,12.2495667468701,0.00497826229267857,0.0133399734967945,NA,NA,NA
"ENSMUSG00000037216",1.26748076966118,1.50089200371774,11.4587523369058,0.00497898861569963,0.0133399734967945,"Lipt1","lipoyltransferase 1","623661"
"ENSMUSG00000070808",-1.85748723420847,1.65923766184734,11.4717481809643,0.00498071352905754,0.013342619171045,"Bicra","BRD4 interacting chromatin remodeling complex associated protein","243842"
"ENSMUSG00000035944",-0.930756805762045,2.87694861907146,11.4520666915971,0.00498177437454611,0.0133434853824815,"Ttc38","tetratricopeptide repeat domain 38","239570"
"ENSMUSG00000020238",0.653187986476715,6.10871412720986,11.4449764448956,0.00498983425512486,0.0133630952010027,"Ncln","nicalin","103425"
"ENSMUSG00000105871",-5.89492420042426,-1.27195902945211,12.3676398486848,0.00499390258176271,0.0133720111605495,NA,NA,NA
"ENSMUSG00000029027",-1.03849079918825,2.29538892648608,11.4433335257856,0.00499626781423055,0.0133763648361754,"Dffb","DNA fragmentation factor, beta subunit","13368"
"ENSMUSG00000025240",1.35575033091918,4.47034244286706,11.4310983253319,0.0050096776665108,0.0134102822932653,"Sacm1l","SAC1 suppressor of actin mutations 1-like (yeast)","83493"
"ENSMUSG00000063316",0.875058077658332,6.2542615932874,11.419969296559,0.0050251849352603,0.013445234358073,"Rpl27","ribosomal protein L27","19942"
"ENSMUSG00000034278",-0.77374170270583,3.62594172000377,11.420240095633,0.0050254575908706,0.013445234358073,"Dnajc17","DnaJ heat shock protein family (Hsp40) member C17","69408"
"ENSMUSG00000043702",0.701025620511579,4.79186322769035,11.4197360915803,0.00502566761154378,0.013445234358073,"Pde12","phosphodiesterase 12","211948"
"ENSMUSG00000107277",-3.67656939218676,-0.267705827480161,10.8367689297459,0.00502570717756302,0.013445234358073,NA,NA,NA
"ENSMUSG00000025151",0.756299507629463,6.65748030590546,11.4128659294957,0.00503527533438633,0.0134688404235736,"Maged1","MAGE family member D1","94275"
"ENSMUSG00000029392",-0.650583706455627,4.88549530552385,11.4089560488842,0.00504097612599521,0.0134820962376395,"Rilpl1","Rab interacting lysosomal protein-like 1","75695"
"ENSMUSG00000117406",-1.50000562752473,1.1134968616744,11.4324369345528,0.00504248426734877,0.0134841365428823,"Ntn3","netrin 3","18209"
"ENSMUSG00000061755",-0.663007241199036,5.85544736161539,11.4071624193113,0.00504342496373107,0.0134846590614432,"Bod1l","biorientation of chromosomes in cell division 1-like","665775"
"ENSMUSG00000103486",-1.81603132244047,-0.0519866586064288,11.3700797065511,0.00504610957798253,0.0134898434684453,NA,NA,NA
"ENSMUSG00000032353",0.840282484752985,7.78597596987566,11.3997409730022,0.00505398721500821,0.0135089068815399,"Tmed3","transmembrane p24 trafficking protein 3","66111"
"ENSMUSG00000093668",-2.80221776351129,0.527004747346381,11.1215437651916,0.00506157192740262,0.0135271818142534,"Pou5f2","POU domain class 5, transcription factor 2","75507"
"ENSMUSG00000049878",-0.923351799129488,4.05994957380253,11.392084971902,0.00506533034567447,0.0135352269892613,"Rlf","rearranged L-myc fusion sequence","109263"
"ENSMUSG00000027206",0.643131688991438,5.63115134351054,11.3872132277481,0.00507193264849372,0.0135491409410295,"Cops2","COP9 signalosome subunit 2","12848"
"ENSMUSG00000110598",-2.21223496171585,-0.042959937116402,11.2540016144273,0.005072035129254,0.0135491409410295,NA,NA,NA
"ENSMUSG00000105985",-4.29188834739439,-0.0365855031672826,10.7971333788163,0.00507494093212344,0.013554902020211,NA,NA,NA
"ENSMUSG00000014232",-0.981087932783802,3.80180959786751,11.3842618558698,0.00507683271920971,0.0135573168482319,"Cluap1","clusterin associated protein 1","76779"
"ENSMUSG00000120353",-2.27707940703079,-1.08717129779705,10.5001521970736,0.00507734366681143,0.0135573168482319,NA,NA,NA
"ENSMUSG00000001604",1.57972139790519,0.854592147095976,11.4107497388099,0.00507882760840075,0.0135592781346901,"Tcea3","transcription elongation factor A (SII), 3","21401"
"ENSMUSG00000102331",-4.37151129088766,-0.185998097369673,10.7904421789566,0.00508189983856995,0.0135651220924047,NA,NA,NA
"ENSMUSG00000102623",-6.63335812790476,-0.913224482845629,12.328699070498,0.00508251603738527,0.0135651220924047,NA,NA,NA
"ENSMUSG00000024395",1.07399026097103,5.82325186075548,11.3772949215912,0.00508618537132405,0.0135729132630333,"Lims2","LIM and senescent cell antigen like domains 2","225341"
"ENSMUSG00000003438",0.840276697337034,6.53287723118495,11.3752881978549,0.00508907035864121,0.0135786093494906,"Timm50","translocase of inner mitochondrial membrane 50","66525"
"ENSMUSG00000024312",0.751056486241899,4.70598281411595,11.3739706032407,0.00509113214549804,0.0135821076243728,"Wdr46","WD repeat domain 46","57315"
"ENSMUSG00000033066",-1.8261239732605,1.97734749198571,11.3786012366915,0.005095977264388,0.0135930291382238,"Gas7","growth arrest specific 7","14457"
"ENSMUSG00000086308",-6.2191138610735,-0.517981130689949,12.2943758541296,0.00509695242680567,0.0135936262173047,"G630016G05Rik","RIKEN cDNA G630016G05 gene","108168785"
"ENSMUSG00000078440",0.921252579669603,3.81778651764225,11.3681209053807,0.00509986941687722,0.0135974175726349,"Dohh","deoxyhypusine hydroxylase/monooxygenase","102115"
"ENSMUSG00000071266",0.91126657879535,3.75423019972757,11.3681219076851,0.00509987706007298,0.0135974175726349,"Zfp946","zinc finger protein 946","74149"
"ENSMUSG00000104710",-6.11143288461235,-0.384442937462712,12.2812593571912,0.0051012153958536,0.0135989819002769,NA,NA,NA
"ENSMUSG00000030717",-1.04648206821687,7.094041878975,11.3599393113576,0.00511123409440217,0.0136236827445519,"Nupr1","nuclear protein transcription regulator 1","56312"
"ENSMUSG00000028037",-2.74802601407817,2.53015444720723,11.3642576098033,0.00511826858023312,0.0136404232467459,"Ifi44","interferon-induced protein 44","99899"
"ENSMUSG00000063488",-2.3775219475956,0.500581386143059,10.8646530905085,0.0051202568471932,0.0136437123912027,"Zkscan7","zinc finger with KRAB and SCAN domains 7","382118"
"ENSMUSG00000120755",-3.55954633189842,-0.430796998051037,10.4841999323556,0.00512976837083148,0.0136670444902745,NA,NA,NA
"ENSMUSG00000042659",0.86424677442508,4.82943568607246,11.3451485255993,0.00513303247569204,0.0136737274120577,"Arrdc4","arrestin domain containing 4","66412"
"ENSMUSG00000020154",-1.83544893988278,3.35867011007557,11.3454603996845,0.0051345318018515,0.0136757079185778,"Ptprb","protein tyrosine phosphatase receptor type B","19263"
"ENSMUSG00000038034",0.779761463416395,6.09946699364307,11.3430915483809,0.00513569595440901,0.0136767952462647,"Igsf8","immunoglobulin superfamily, member 8","140559"
"ENSMUSG00000073737",2.37648303843435,-1.05055519777962,10.5887252730738,0.00513790225366616,0.0136787828608667,"Gm10566","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100039959"
"ENSMUSG00000030882",-2.56036855111537,-0.616849681889417,10.6646671389442,0.00513806428059884,0.0136787828608667,"Dnhd1","dynein heavy chain domain 1","77505"
"ENSMUSG00000026707",-0.98784220999567,4.04889534350686,11.3414469830822,0.00513871039105241,0.0136787828608667,"Nsun6","NOL1/NOP2/Sun domain family member 6","74455"
"ENSMUSG00000021256",-2.46547404211968,-0.306642295219001,11.0270148940384,0.00514450467588995,0.0136921922772693,"Vash1","vasohibin 1","238328"
"ENSMUSG00000030168",-0.933562536560269,4.83238714795774,11.3310953430382,0.00515333919270288,0.0137134634078354,"Adipor2","adiponectin receptor 2","68465"
"ENSMUSG00000048234",1.05917388691243,7.05639562568904,11.3305671646429,0.00515401266640583,0.0137134634078354,"Rnf149","ring finger protein 149","67702"
"ENSMUSG00000104292",-1.99051693798019,2.01893943279367,11.350635119136,0.00515990912740678,0.0137271336336084,NA,NA,NA
"ENSMUSG00000036168",-2.20343815403597,-1.06145089695415,10.5313576169294,0.00516202586720495,0.0137307459593266,"Ccdc38","coiled-coil domain containing 38","237465"
"ENSMUSG00000085781",2.8896298848584,-0.853029276104466,10.8224998834006,0.00516572513520212,0.0137385660548599,NA,NA,NA
"ENSMUSG00000020358",0.819397270893346,7.47453093554291,11.3184659263211,0.00517168842822691,0.0137514336312067,"Hnrnpab","heterogeneous nuclear ribonucleoprotein A/B","15384"
"ENSMUSG00000103808",-2.16461447085751,0.682658863894121,11.2774062719872,0.005172083449973,0.0137514336312067,NA,NA,NA
"ENSMUSG00000031671",0.778637238082117,4.09680627739376,11.3104036434447,0.005183866435098,0.0137807369101129,"Setd6","SET domain containing 6","66083"
"ENSMUSG00000045975",0.80931167769461,3.53065462477162,11.3089866235157,0.0051862635793635,0.0137850840225391,"C2cd2","C2 calcium-dependent domain containing 2","207781"
"ENSMUSG00000068015",-0.819885044942087,4.73830742682535,11.3027223709877,0.00519502686566178,0.0138054453019838,"Lrch1","leucine-rich repeats and calponin homology (CH) domain containing 1","380916"
"ENSMUSG00000120053",-2.12594268624127,0.438966622650418,11.0852517929418,0.00519545001167346,0.0138054453019838,NA,NA,NA
"ENSMUSG00000108394",-4.10321230423591,-1.32805011021803,11.3904574571975,0.00519765718953371,0.0138092821630299,NA,NA,NA
"ENSMUSG00000109713",-1.54037952718931,1.79139763543404,11.3080283739447,0.00519842518493242,0.0138092947982649,"Pvrig","poliovirus receptor related immunoglobulin domain containing","102640920"
"ENSMUSG00000020088",0.687431004768694,7.15311207236689,11.2987155480336,0.00520077065446657,0.0138134972770499,"Sar1a","secretion associated Ras related GTPase 1A","20224"
"ENSMUSG00000110245",-6.53096472693767,-1.35145130768907,11.7751716436512,0.00520213592902171,0.0138150954592382,NA,NA,NA
"ENSMUSG00000073590",-1.31557991826646,3.2638152961534,11.2978673034386,0.00520654654889255,0.0138247793820242,"3222401L13Rik","RIKEN cDNA 3222401L13 gene","105246409"
"ENSMUSG00000035868",-0.821334005211771,3.44326681185922,11.2948305098002,0.00520755624100236,0.0138254314113655,"Zfp983","zinc finger protein 983","73229"
"ENSMUSG00000032705",-0.745931214483732,4.24790095338995,11.2895205517995,0.00521475932705508,0.0138425235481819,"Exd2","exonuclease 3'-5' domain containing 2","97827"
"ENSMUSG00000052949",0.848401326269174,3.64549320954106,11.2854324295939,0.00522098117776525,0.0138570063736698,"Rnf157","ring finger protein 157","217340"
"ENSMUSG00000014226",0.87155041234,7.39506782893265,11.2830245384018,0.00522401092149244,0.0138630140220831,"Cacybp","calcyclin binding protein","12301"
"ENSMUSG00000020048",0.780023160035041,9.29227617985852,11.2807863493018,0.00522733500918087,0.013869800897655,"Hsp90b1","heat shock protein 90, beta (Grp94), member 1","22027"
"ENSMUSG00000055491",1.15729671674011,3.63435054766888,11.2800723662267,0.00522907417070909,0.0138723810807389,"Pprc1","peroxisome proliferative activated receptor, gamma, coactivator-related 1","226169"
"ENSMUSG00000034105",0.953265664244542,2.96162754270006,11.2779706141335,0.00523271575570819,0.0138800067685131,"Meak7","MTOR associated protein, eak-7 homolog","74347"
"ENSMUSG00000081999",1.23140829359038,1.44022838209631,11.2929081767126,0.00523656045876215,0.0138881689211937,NA,NA,NA
"ENSMUSG00000000085",0.784968286873213,3.8309294636189,11.269961064935,0.00524388084919524,0.0139049385332712,"Scmh1","Scm polycomb group homolog 1","29871"
"ENSMUSG00000015709",-1.49383405153594,4.46153497344607,11.2696937304545,0.00524442052456989,0.0139049385332712,"Arnt2","aryl hydrocarbon receptor nuclear translocator 2","11864"
"ENSMUSG00000026240",0.712383730177919,4.33137336237871,11.2684714776457,0.00524592294965622,0.0139068840920337,"Cops7b","COP9 signalosome subunit 7B","26895"
"ENSMUSG00000113288",-6.20586559489326,-0.928089567973593,12.1942215986603,0.00525090042944322,0.0139180400629821,NA,NA,NA
"ENSMUSG00000024981",0.946465153726445,6.2303929167594,11.2644180064964,0.00525177779170406,0.0139183265834629,"Acsl5","acyl-CoA synthetase long-chain family member 5","433256"
"ENSMUSG00000030417",0.702469095413387,6.19380555070968,11.2576107672293,0.00526191256801233,0.0139431435402822,"Pdcd5","programmed cell death 5","56330"
"ENSMUSG00000061778",0.770058129654279,4.62728771626275,11.255519709312,0.00526523743020608,0.0139499107958294,"Mospd2","motile sperm domain containing 2","76763"
"ENSMUSG00000098661",-4.39250923388459,-0.713074766053435,11.4016241095204,0.00526814053985961,0.0139555588268931,"Mir7052","microRNA 7052","102465637"
"ENSMUSG00000031012",-0.85479430353659,4.66386759317033,11.2436378006591,0.00528314703248593,0.0139932629569269,"Cask","calcium/calmodulin dependent serine protein kinase","12361"
"ENSMUSG00000020583",4.96727012371816,-0.987352447951726,11.394654935588,0.00528488437865288,0.0139958157293569,"Matn3","matrilin 3","17182"
"ENSMUSG00000033177",-7.41165708026429,0.0452045622324754,12.11621877565,0.00529483364443235,0.014020111975518,"Tmprss7","transmembrane serine protease 7","208171"
"ENSMUSG00000022895",-0.82319370407397,4.86110560380007,11.231918190748,0.00530074456377039,0.0140337095979364,"Ets2","Ets proto-oncogene 2, transcription factor","23872"
"ENSMUSG00000006127",-0.9415289540457,5.95490047491317,11.2300994706723,0.00530332703166013,0.0140384924628861,"Inpp5k","inositol polyphosphate 5-phosphatase K","19062"
"ENSMUSG00002076161",-1.37838035747608,2.65406828123542,11.2322998485545,0.00530592584629339,0.0140433171938248,"Rn7sk","RNA, 7SK, nuclear","19817"
"ENSMUSG00000045257",-0.875315104349285,3.49820418886663,11.2282432783702,0.00530693620144355,0.0140439369157113,"Morn2","MORN repeat containing 2","378462"
"ENSMUSG00000036432",-0.970413279415478,4.90308683817947,11.2259675447037,0.00530969018459069,0.0140491700072827,"Siah2","siah E3 ubiquitin protein ligase 2","20439"
"ENSMUSG00000068606",-4.0630332978341,-0.941671309176915,11.371645750512,0.00531389578374611,0.0140579937206552,"Gm4841","predicted gene 4841","225594"
"ENSMUSG00000031513",0.619227635492845,6.00518964969476,11.222646410187,0.00531457895591012,0.0140579937206552,"Leprotl1","leptin receptor overlapping transcript-like 1","68192"
"ENSMUSG00000032601",1.17446237086991,4.5849715842208,11.2206581800664,0.00531783953457169,0.0140645623006879,"Prkar2a","protein kinase, cAMP dependent regulatory, type II alpha","19087"
"ENSMUSG00000041548",0.873376410892999,4.68938465105174,11.2184990141764,0.00532105530559089,0.0140710104712154,"Hspb8","heat shock protein 8","80888"
"ENSMUSG00000121204",-1.67952539184303,-0.062993338032648,11.0458740509463,0.00532766681717449,0.0140864351487853,NA,NA,NA
"ENSMUSG00000120591",-3.45975042894652,-0.487826577858827,10.3936203723918,0.00534052230518251,0.0141169155675621,NA,NA,NA
"ENSMUSG00000048251",-2.12064183793776,0.674107582175772,11.2500022566442,0.00534075537832102,0.0141169155675621,"Bcl11b","B cell leukemia/lymphoma 11B","58208"
"ENSMUSG00000027425",0.976375521548824,3.80440733793172,11.2050662374277,0.00534181425678846,0.0141176519643695,"Kat14","lysine acetyltransferase 14","228714"
"ENSMUSG00000020658",-1.42616526497604,3.59319753326206,11.2015023618134,0.00534799307746998,0.0141319174456936,"Efr3b","EFR3 homolog B","668212"
"ENSMUSG00000031826",0.748918574616905,4.93655210836144,11.2000166477125,0.0053491449878021,0.0141328972348574,"Usp10","ubiquitin specific peptidase 10","22224"
"ENSMUSG00000051839",-4.42844607076082,-0.319875578997821,11.3306426503863,0.00535481143932865,0.0141458027992077,"Gypa","glycophorin A","14934"
"ENSMUSG00000092512",-3.62298144826079,-0.0631305715713497,10.3410700185002,0.00535882730094953,0.0141543448695007,NA,NA,NA
"ENSMUSG00000041674",-6.76948884966002,-0.0572191518894519,12.0796008898741,0.00536332267445133,0.0141630065937161,"BC006965","cDNA sequence BC006965","217294"
"ENSMUSG00000039599",0.642999209862077,4.52639758175516,11.1905687579939,0.00536367220362255,0.0141630065937161,"Fam149b","family with sequence similarity 149, member B","105428"
"ENSMUSG00000089889",-1.80819757149229,1.45923336956493,11.2134180610759,0.00536533871316923,0.0141653397544682,NA,NA,NA
"ENSMUSG00000097530",1.0027048129058,3.35522143738037,11.1868914756924,0.0053698444340803,0.0141751671061883,NA,NA,NA
"ENSMUSG00000051256",0.744632923827439,6.28776657402077,11.1850206351456,0.00537193778875362,0.0141786244218701,"Jagn1","jagunal homolog 1","67767"
"ENSMUSG00000061024",0.735259708188368,4.90828928862525,11.1840252240032,0.00537362137202816,0.0141809993413223,"Rrs1","ribosome biogenesis regulator 1","59014"
"ENSMUSG00000106224",-2.5317398687371,0.115618786954101,10.7990810154053,0.00537562660146276,0.0141842222692527,NA,NA,NA
"ENSMUSG00000034101",1.23008268569144,3.55230126042775,11.1816376976794,0.00537776383144572,0.0141877925054458,"Ctnnd1","catenin delta 1","12388"
"ENSMUSG00000058258",-1.12168906909903,4.50670275314754,11.1800822956076,0.00537982226093644,0.0141911538368746,"Idi1","isopentenyl-diphosphate delta isomerase","319554"
"ENSMUSG00000022106",0.954046536167409,7.08331762548094,11.1756078966538,0.00538639827081517,0.0142064291419619,"Rcbtb2","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2","105670"
"ENSMUSG00000004266",-0.997027130861336,7.69196929004335,11.1704129788912,0.00539439858233664,0.014225455990412,"Ptpn6","protein tyrosine phosphatase, non-receptor type 6","15170"
"ENSMUSG00000121049",-4.13331541994693,0.144530390555374,10.5979439544077,0.00539770876422589,0.0142315435927983,"Gm39468","predicted gene, 39468","105243583"
"ENSMUSG00000086003",-1.67766559122853,1.35924960011962,11.1919783151918,0.00539828020103767,0.0142315435927983,"B230206L02Rik","RIKEN cDNA B230206L02 gene","100039440"
"ENSMUSG00000028017",-2.34122430309008,0.193266121773117,10.842886999899,0.00540091013967455,0.0142364025578572,"Egf","epidermal growth factor","13645"
"ENSMUSG00000086152",-5.86542047965823,-1.4641557300087,11.967618594319,0.00540662048361679,0.0142487404309622,"Gm11454","predicted gene 11454","100504589"
"ENSMUSG00000031075",0.999209064025433,3.12968871986283,11.1628519069677,0.00540716585414174,0.0142487404309622,"Ano1","anoctamin 1, calcium activated chloride channel","101772"
"ENSMUSG00000047428",-1.86380543718294,-0.214864760756926,11.0991379224605,0.00540845009010358,0.0142500491452227,"Dlk2","delta like non-canonical Notch ligand 2","106565"
"ENSMUSG00000039759",-0.832609929167827,4.97785565839907,11.1599914729046,0.00541069145273518,0.0142538789246269,"Thap3","THAP domain containing, apoptosis associated protein 3","69876"
"ENSMUSG00000040785",-0.753123918295068,6.16562621604082,11.1562283119614,0.00541632129011564,0.014266632858067,"Ttc3","tetratricopeptide repeat domain 3","22129"
"ENSMUSG00000040631",1.25600110695251,1.89253970111792,11.1527268160946,0.00542779468282537,0.0142947728087859,"Dok4","docking protein 4","114255"
"ENSMUSG00000097462",-2.29492966692953,0.725324714436305,10.8231880539517,0.00542894853068244,0.0142957307183288,NA,NA,NA
"ENSMUSG00000001891",0.651696355272761,7.12256346064323,11.1469990298353,0.00543063334947165,0.0142980863201383,"Ugp2","UDP-glucose pyrophosphorylase 2","216558"
"ENSMUSG00000054659",-4.39250923388459,-0.895289400457993,11.2946132563251,0.00543656207323927,0.0143109353645066,"Pm20d2","peptidase M20 domain containing 2","242377"
"ENSMUSG00000035936",-2.12860441834802,2.95364233563639,11.148277346908,0.00543709554499633,0.0143109353645066,"Aldh5a1","aldhehyde dehydrogenase family 5, subfamily A1","214579"
"ENSMUSG00000120210",-1.97094773156449,-0.117211628062177,10.8867919406458,0.0054381705225393,0.0143116828020805,NA,NA,NA
"ENSMUSG00000028029",0.631216549550978,5.34805925002084,11.1403962174931,0.00544096045265541,0.0143169426221487,"Aimp1","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1","13722"
"ENSMUSG00000104044",-2.10309142170019,-0.121947469919669,10.826844252334,0.00544377778175232,0.014322272997709,NA,NA,NA
"ENSMUSG00000103149",-2.00541607230927,-0.553533470668186,10.6843108230264,0.00545135811585801,0.0143399079672383,"AA914427","EST AA914427","53959"
"ENSMUSG00000021240",-0.79425546148814,4.06510343229671,11.1335520494139,0.00545206582140232,0.0143399079672383,"Abcd4","ATP-binding cassette, sub-family D member 4","19300"
"ENSMUSG00000031409",-3.05323696230274,-0.212225971359829,10.7034773683265,0.00545359687539378,0.014340870870717,"Tceal6","transcription elongation factor A (SII)-like 6","66104"
"ENSMUSG00000021281",0.998047192458221,5.69020070056713,11.1320990888117,0.00545401715919991,0.014340870870717,"Tnfaip2","tumor necrosis factor, alpha-induced protein 2","21928"
"ENSMUSG00000086688",1.42581557267514,1.1242630453751,11.1407676575985,0.00546540978049399,0.01436873861646,NA,NA,NA
"ENSMUSG00000021638",-1.39382628499927,3.4413668451261,11.1239411557554,0.00546830868869197,0.0143742712631852,"Ocln","occludin","18260"
"ENSMUSG00000031634",0.896187546923659,6.73472562978095,11.1213200827574,0.0054707007396904,0.0143784701457319,"Ufsp2","UFM1-specific peptidase 2","192169"
"ENSMUSG00000105445",-6.93050134970146,-0.483372526893239,12.0112471404629,0.00547189917477799,0.0143795311211704,NA,NA,NA
"ENSMUSG00000113835",-4.60789416176626,-0.670615031353215,11.2626525440648,0.00547465293508974,0.0143846784133864,"Gm19554","predicted gene, 19554","100503099"
"ENSMUSG00000026020",0.811137648236454,5.09611182687224,11.1180537920079,0.005475914544595,0.0143859041462694,"Nop58","NOP58 ribonucleoprotein","55989"
"ENSMUSG00000105659",-3.62576712554414,-0.403095767888401,10.5557569904475,0.00548136210462682,0.0143981249359775,NA,NA,NA
"ENSMUSG00000029110",0.821860678269679,6.65912058596475,11.1127365802031,0.00548417009353592,0.0144034097114742,"Rnf4","ring finger protein 4","19822"
"ENSMUSG00000031979",0.691593917145386,4.38640460875249,11.1060478614214,0.00549499113763859,0.0144297350730472,"Cog2","component of oligomeric golgi complex 2","76332"
"ENSMUSG00000032058",0.923894796760916,5.52226125280677,11.1053346190361,0.00549587136361055,0.0144299521958795,"Ppp2r1b","protein phosphatase 2, regulatory subunit A, beta","73699"
"ENSMUSG00000102672",-2.7069257034618,-0.426938617355575,10.2511561534747,0.005504836460964,0.0144513938027019,NA,NA,NA
"ENSMUSG00000102719",-2.74303705420221,0.728979392853029,10.9539938432175,0.00550598283361318,0.0144523063119924,NA,NA,NA
"ENSMUSG00000083773",1.25421374575452,2.80680763252658,11.0986008279143,0.00550914397340678,0.0144585062243761,"Gm13394","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100033452"
"ENSMUSG00000033488",-0.737122837596517,4.08543271815805,11.0944266628041,0.00551344711139583,0.0144677010277715,"Cryzl2","crystallin zeta like 2","226527"
"ENSMUSG00000036968",0.753611320852235,4.7363475600794,11.088666427458,0.00552231401936378,0.0144888671044589,"Cnpy4","canopy FGF signaling regulator 4","66455"
"ENSMUSG00000028832",-0.865264096687646,10.2509266637606,11.0863606320859,0.0055257988564197,0.0144959081788026,"Stmn1","stathmin 1","16765"
"ENSMUSG00000004347",-1.36168971091509,2.62031487493085,11.090954267273,0.00552717039705501,0.0144974041742413,"Pde1c","phosphodiesterase 1C","18575"
"ENSMUSG00000031948",0.630328155414377,5.80745754975769,11.0847229475476,0.00552840428028027,0.0144981308419588,"Kars1","lysyl-tRNA synthetase 1","85305"
"ENSMUSG00000110682",-2.25475751070402,-0.229165007413832,10.9195493007599,0.00552905006408641,0.0144981308419588,"A530010L16Rik","RIKEN cDNA A530010L16 gene","382036"
"ENSMUSG00000095115",1.34854466570661,3.45983305896727,11.0808922568048,0.00553543012643139,0.0145127571768618,"Itpripl2","inositol 1,4,5-triphosphate receptor interacting protein-like 2","319622"
"ENSMUSG00000073771",-0.972803303622297,3.54822740296164,11.077521500607,0.00554063799795935,0.0145243064759604,"Btbd19","BTB domain containing 19","78611"
"ENSMUSG00000026887",0.864991085323766,4.05084477616222,11.0765019204579,0.00554187385107743,0.0145254416322677,"Mrrf","mitochondrial ribosome recycling factor","67871"
"ENSMUSG00000022884",-0.66383524651909,6.71203346591868,11.0704612306921,0.00555107503002798,0.0145474508282584,"Eif4a2","eukaryotic translation initiation factor 4A2","13682"
"ENSMUSG00000026209",0.778368902273374,6.49907332365366,11.0662560471791,0.00555778190909763,0.0145629178973647,"Dnpep","aspartyl aminopeptidase","13437"
"ENSMUSG00000021796",0.703078316420295,4.51935066954822,11.0604151972029,0.00556735569717544,0.0145858914898632,"Bmpr1a","bone morphogenetic protein receptor, type 1A","12166"
"ENSMUSG00000120705",-2.97589697666786,0.928429613612002,10.873776245834,0.00557793549199097,0.0146114936812788,NA,NA,NA
"ENSMUSG00000029759",1.1661278278412,7.17895474784965,11.0518988050158,0.00558075049763747,0.0146167514119506,"Pon3","paraoxonase 3","269823"
"ENSMUSG00000026436",-1.01736228495661,3.7808770325182,11.0511471296936,0.00558258524865153,0.0146194405708282,"Elk4","ETS transcription factor ELK4","13714"
"ENSMUSG00000050711",-2.07787379240381,0.498748268973611,11.0567879682719,0.00558540343469918,0.0146247039571653,"Scg2","secretogranin II","20254"
"ENSMUSG00000048787",0.972844992796098,3.11170425146354,11.0490615242727,0.0055864542290762,0.0146253387884063,"Dcun1d3","defective in cullin neddylation 1 domain containing 3","233805"
