"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000032181",-6.47582488345433,6.8422463448359,250.768609904952,8.81111596125029e-10,9.72070250529887e-08,"Scg3","secretogranin III","20255"
"ENSMUSG00000025934",5.93775593849273,3.82259381160079,252.25473741621,9.00637808511226e-10,9.84302221760712e-08,"Gsta3","glutathione S-transferase, alpha 3","14859"
"ENSMUSG00000022546",-3.43301470009859,5.43226250924573,248.86619086766,9.0307947168672e-10,9.84302221760712e-08,"Gpt","glutamic pyruvic transaminase, soluble","76282"
"ENSMUSG00000105265",-5.11086638431329,6.02182968677985,248.526510351059,9.24416583792484e-10,9.98226259199974e-08,"Sox2ot","SOX2 overlapping transcript (non-protein coding)","320478"
"ENSMUSG00000048388",-3.76439510692055,6.25409702853938,247.724563262644,9.26888915854727e-10,9.98226259199974e-08,"Fam171b","family with sequence similarity 171, member B","241520"
"ENSMUSG00000034839",-4.54091824292187,4.97985462278701,248.107090442141,9.51919185266653e-10,1.01911679402542e-07,"Larp6","La ribonucleoprotein 6, translational regulator","67557"
"ENSMUSG00000001119",5.67377302029536,2.54836909554463,181.579260670491,9.69979870516415e-10,1.03234387042668e-07,"Col6a1","collagen, type VI, alpha 1","12833"
"ENSMUSG00000060424",-4.5984443102568,6.044191948232,245.789323500832,9.8795094399156e-10,1.04532142863388e-07,NA,NA,NA
"ENSMUSG00000022037",-5.51257144063293,10.0448384008859,244.574114204213,1.00094244705475e-09,1.05290998224195e-07,"Clu","clusterin","12759"
"ENSMUSG00000028525",-4.03728582904142,7.43238462765136,243.168598763649,1.03689276649894e-09,1.0843601165495e-07,"Pde4b","phosphodiesterase 4B, cAMP specific","18578"
"ENSMUSG00000035237",-4.87006559239556,5.4617697542022,243.555440374901,1.04815847524589e-09,1.0843601165495e-07,"Lcat","lecithin cholesterol acyltransferase","16816"
"ENSMUSG00000105651",6.44184861863543,2.51421811653101,211.445209832863,1.04882009835938e-09,1.0843601165495e-07,"1700017M07Rik","RIKEN cDNA 1700017M07 gene","76398"
"ENSMUSG00000113856",-5.51518911028235,5.80551676829417,243.583332307062,1.0741935421575e-09,1.09984683327779e-07,NA,NA,NA
"ENSMUSG00000022425",-5.73062655914961,9.35835705190157,241.708583377181,1.0759569418569e-09,1.09984683327779e-07,"Enpp2","ectonucleotide pyrophosphatase/phosphodiesterase 2","18606"
"ENSMUSG00000028399",-6.43424271694822,6.85092924607072,242.430408284107,1.09378107250538e-09,1.1086520137491e-07,"Ptprd","protein tyrosine phosphatase receptor type D","19266"
"ENSMUSG00000039533",-5.28490177495771,7.51537587888379,240.941295201859,1.09872775604113e-09,1.1086520137491e-07,"Mmd2","monocyte to macrophage differentiation-associated 2","75104"
"ENSMUSG00000026837",6.64039423219372,5.13408271458475,243.314009991219,1.10295342107355e-09,1.1086520137491e-07,"Col5a1","collagen, type V, alpha 1","12831"
"ENSMUSG00000026390",6.954537573155,3.00594192313673,144.941491044059,1.11853066903418e-09,1.11809808811246e-07,"Marco","macrophage receptor with collagenous structure","17167"
"ENSMUSG00000032366",4.01001036864285,8.79964023985483,239.249540486308,1.14478548130291e-09,1.13805514907767e-07,"Tpm1","tropomyosin 1, alpha","22003"
"ENSMUSG00000030638",-4.19332322625872,5.40449388913455,238.598727999528,1.17599705549982e-09,1.1626947937245e-07,"Sh3gl3","SH3-domain GRB2-like 3","20408"
"ENSMUSG00000029053",-4.16149048510876,5.44073601460992,236.420768632049,1.24053902691398e-09,1.21984090293232e-07,"Prkcz","protein kinase C, zeta","18762"
"ENSMUSG00000003355",4.36850869677788,3.70648430146932,237.303153445048,1.26046254864232e-09,1.23273237257218e-07,"Fkbp11","FK506 binding protein 11","66120"
"ENSMUSG00000056481",3.71256690355601,5.83539140650469,233.763381034784,1.31943872014471e-09,1.28347337438593e-07,"Cd248","CD248 antigen, endosialin","70445"
"ENSMUSG00000006651",-4.83591304658731,9.6765603751362,233.357469938738,1.33307629038943e-09,1.2898047765784e-07,"Aplp1","amyloid beta precursor like protein 1","11803"
"ENSMUSG00000020053",8.44276815668254,8.96495872242423,233.030889354346,1.35152941209512e-09,1.30070327941686e-07,"Igf1","insulin-like growth factor 1","16000"
"ENSMUSG00000004035",-4.67495221564031,6.20274074696252,232.158418704819,1.38879739126661e-09,1.32888218600493e-07,"Gstm7","glutathione S-transferase, mu 7","68312"
"ENSMUSG00000024334",-6.46018927424828,4.02297782938222,220.108809424257,1.40195915554899e-09,1.32888218600493e-07,"H2-Oa","histocompatibility 2, O region alpha locus","15001"
"ENSMUSG00000048612",4.4535995888851,4.85597056177649,233.497447889998,1.40284362751861e-09,1.32888218600493e-07,"Myof","myoferlin","226101"
"ENSMUSG00000041309",-6.13966543910862,6.1810481866512,232.662101308275,1.41409729293475e-09,1.33256574588898e-07,"Nkx6-2","NK6 homeobox 2","14912"
"ENSMUSG00000087478",-6.20814558476307,3.89220987107405,172.600524482114,1.43134514510095e-09,1.34183045131148e-07,"4930506C21Rik","RIKEN cDNA 4930506C21 gene","75060"
"ENSMUSG00000021469",6.11599750268563,2.70481336933028,223.856152865235,1.46204811726373e-09,1.36354827761097e-07,"Msx2","msh homeobox 2","17702"
"ENSMUSG00000029816",8.7321665270153,12.6051711053114,229.886894832002,1.4749814789221e-09,1.36855589221219e-07,"Gpnmb","glycoprotein (transmembrane) nmb","93695"
"ENSMUSG00000066975",-5.24890358985292,4.46370039722412,231.281643014282,1.49106845267408e-09,1.3764235466445e-07,"Cryba4","crystallin, beta A4","12959"
"ENSMUSG00000021091",-6.91065371903854,7.13580092374307,228.087356113153,1.54011277593936e-09,1.41448022614573e-07,"Serpina3n","serine (or cysteine) peptidase inhibitor, clade A, member 3N","20716"
"ENSMUSG00000039830",-6.49634553927322,5.30022582502405,228.507678343887,1.58903294852892e-09,1.45203904736029e-07,"Olig2","oligodendrocyte transcription factor 2","50913"
"ENSMUSG00000048332",3.10839345798638,6.21446811019739,225.033913211475,1.66321237951638e-09,1.51218600917537e-07,"Lhfpl6","LHFPL tetraspan subfamily member 6","108927"
"ENSMUSG00000020604",-3.94662744519821,5.6685341373364,224.767093438708,1.68102441730017e-09,1.5207387391106e-07,"Arsg","arylsulfatase G","74008"
"ENSMUSG00000022899",-5.2013729485307,5.25892817262974,225.819523959134,1.72111182184586e-09,1.54688940394765e-07,"Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2","57738"
"ENSMUSG00000040265",-4.61012903668171,4.71823385933935,225.26200017557,1.72703067262159e-09,1.54688940394765e-07,"Dnm3","dynamin 3","103967"
"ENSMUSG00000028124",3.4590846870771,8.12228837151006,223.325916064195,1.74185820186478e-09,1.5524847510512e-07,"Gclm","glutamate-cysteine ligase, modifier subunit","14630"
"ENSMUSG00000074457",-4.23238097748075,8.31548228456033,222.808544798044,1.76687970170886e-09,1.56706639426561e-07,"S100a16","S100 calcium binding protein A16","67860"
"ENSMUSG00000056457",10.0411698293467,3.63793447214628,124.482288104177,1.84178198148188e-09,1.62552982394886e-07,"Prl2c3","prolactin family 2, subfamily c, member 3","18812"
"ENSMUSG00000006782",-5.11778229965697,10.6764867113157,219.059244601229,1.95864063529737e-09,1.72027597157453e-07,"Cnp","2',3'-cyclic nucleotide 3' phosphodiesterase","12799"
"ENSMUSG00000104674",-9.03581093342024,4.47214894194964,230.006668200755,1.98039531356108e-09,1.73098030957781e-07,NA,NA,NA
"ENSMUSG00000020932",-5.36611669181491,6.75058036135826,218.482689141628,1.99283972614014e-09,1.73348313293526e-07,"Gfap","glial fibrillary acidic protein","14580"
"ENSMUSG00000037747",-4.18684534704915,6.4658650213875,217.831340835804,2.02966761072342e-09,1.7570706258765e-07,"Phyhipl","phytanoyl-CoA hydroxylase interacting protein-like","70911"
"ENSMUSG00000036949",-7.10928472773659,5.37741489948823,194.695447184564,2.07642247437574e-09,1.78898627756573e-07,"Slc39a12","solute carrier family 39 (zinc transporter), member 12","277468"
"ENSMUSG00000039217",-3.01520721552139,6.33390470345449,215.835143060434,2.14439671546783e-09,1.83879477596965e-07,"Il18","interleukin 18","16173"
"ENSMUSG00000035356",-6.32350491114693,7.72297090044215,214.997288326679,2.19790998103434e-09,1.87579175881389e-07,"Nfkbiz","nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta","80859"
"ENSMUSG00000022112",-6.2758744482787,4.9054990369987,209.324812488409,2.24110215613799e-09,1.89964876993358e-07,"Gpc5","glypican 5","103978"
"ENSMUSG00000003379",-7.22260946693549,3.10401459474292,144.751697789212,2.24686252564962e-09,1.89964876993358e-07,"Cd79a","CD79A antigen (immunoglobulin-associated alpha)","12518"
"ENSMUSG00000004151",-3.19439824173615,7.33549532237697,213.727475311876,2.27536589068193e-09,1.91479977023759e-07,"Etv1","ets variant 1","14009"
"ENSMUSG00000040562",5.43275060525913,4.72097076696853,213.510678234497,2.3160903928456e-09,1.94004738322942e-07,"Gstm2","glutathione S-transferase, mu 2","14863"
"ENSMUSG00000060530",-6.50416031774965,3.02421756657946,138.110040334616,2.3411470911391e-09,1.95199881658893e-07,NA,NA,NA
"ENSMUSG00000029718",3.70028977762925,5.27414545070104,212.278705058399,2.37313408323831e-09,1.96959242972618e-07,"Pcolce","procollagen C-endopeptidase enhancer protein","18542"
"ENSMUSG00000049436",-5.63381494977113,5.2972530085179,201.748105970271,2.40384451261585e-09,1.97988009373298e-07,"Upk1b","uroplakin 1B","22268"
"ENSMUSG00000117864",-7.93989900382873,3.504416859603,159.634149579671,2.40741513635801e-09,1.97988009373298e-07,"Gm19500","predicted gene, 19500","100503007"
"ENSMUSG00000055430",-4.3580840772095,6.08673573081203,211.487209587853,2.4339044426793e-09,1.99138823586248e-07,"Nap1l5","nucleosome assembly protein 1-like 5","58243"
"ENSMUSG00000059336",-5.66235721500325,3.75604910274794,209.604199513687,2.44342114829752e-09,1.99138823586248e-07,"Slc14a1","solute carrier family 14 (urea transporter), member 1","108052"
"ENSMUSG00000035189",-7.55617786920789,4.00019190562592,137.004499378419,2.48175444142821e-09,2.00572383046642e-07,"Ano4","anoctamin 4","320091"
"ENSMUSG00000016194",-3.63419066566161,5.64950891087954,210.752177578046,2.48318210371126e-09,2.00572383046642e-07,"Hsd11b1","hydroxysteroid 11-beta dehydrogenase 1","15483"
"ENSMUSG00000024538",3.90414674404542,5.60501265496008,209.825583001825,2.54706974426319e-09,2.04150278178818e-07,"Ppic","peptidylprolyl isomerase C","19038"
"ENSMUSG00000037031",-4.11778042102295,6.86163608046472,209.788263731344,2.55004492723223e-09,2.04150278178818e-07,"Tspan15","tetraspanin 15","70423"
"ENSMUSG00000061080",-5.63372181751286,5.85286196730354,210.897210028715,2.56893909575744e-09,2.04756894535416e-07,"Lsamp","limbic system-associated membrane protein","268890"
"ENSMUSG00000063796",-6.48526556401028,4.49393864358865,183.325547732455,2.586804924597e-09,2.05276585529533e-07,"Slc22a8","solute carrier family 22 (organic anion transporter), member 8","19879"
"ENSMUSG00000073418",-7.91975023456147,5.24728262174992,205.451487949225,2.60298522780361e-09,2.05658566491925e-07,"C4b","complement C4B (Chido blood group)","12268"
"ENSMUSG00000009633",-3.71541650800266,4.58209304713578,208.884488458464,2.63109229533093e-09,2.06975447388794e-07,"G0s2","G0/G1 switch gene 2","14373"
"ENSMUSG00000026778",-5.58705159914656,4.40596722539876,209.996683444237,2.6622397808481e-09,2.08519066471362e-07,"Prkcq","protein kinase C, theta","18761"
"ENSMUSG00000022816",4.51933272676821,6.47584791139154,207.900774005582,2.69153294543562e-09,2.09904765438649e-07,"Fstl1","follistatin-like 1","14314"
"ENSMUSG00000062591",-5.53898847571165,9.98729081449606,206.338854411669,2.81626944522722e-09,2.18689970268224e-07,"Tubb4a","tubulin, beta 4A class IVA","22153"
"ENSMUSG00000004791",4.14547855834211,5.48306597534675,205.73963116035,2.8702733513465e-09,2.21931007461163e-07,"Pgf","placental growth factor","18654"
"ENSMUSG00000032431",2.70477370123237,5.57142497475445,203.360327221154,3.07632655348668e-09,2.36850963115891e-07,"Crtap","cartilage associated protein","56693"
"ENSMUSG00000041324",5.81299201508484,5.64751945643372,203.080364209625,3.13096248945223e-09,2.40036035261268e-07,"Inhba","inhibin beta-A","16323"
"ENSMUSG00000031342",-4.1806004076259,9.97224279559486,201.109526924655,3.28933632377265e-09,2.51113764160416e-07,"Gpm6b","glycoprotein m6b","14758"
"ENSMUSG00000061740",-4.08842973007916,4.56894792432242,202.090263675585,3.32858301080751e-09,2.53042237035884e-07,"Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22","56448"
"ENSMUSG00000031283",-7.06686816793047,4.43990300810094,166.336982346782,3.34875523510281e-09,2.53510579367009e-07,"Chrdl1","chordin-like 1","83453"
"ENSMUSG00000073940",-8.27923846483459,5.84640756115918,165.856061401463,3.37056564430984e-09,2.54098517510408e-07,"Hbb-bt","hemoglobin, beta adult t chain","101488143"
"ENSMUSG00000005360",-5.53448382228355,8.80759845251363,199.630110798052,3.44185555509175e-09,2.5839623468164e-07,"Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3","20512"
"ENSMUSG00000020811",-4.03171057686239,7.05268678197977,199.284050326536,3.47816266726466e-09,2.60042963383552e-07,"Wscd1","WSC domain containing 1","216881"
"ENSMUSG00000045362",4.87138386117238,4.13534204996168,200.561452120749,3.52592517309851e-09,2.6177580658076e-07,"Tnfrsf26","tumor necrosis factor receptor superfamily, member 26","244237"
"ENSMUSG00000042485",4.50152123228077,5.0624982561436,198.845817084163,3.53027672612090e-09,2.6177580658076e-07,"Mustn1","musculoskeletal, embryonic nuclear protein 1","66175"
"ENSMUSG00000068923",-3.7949960189155,9.1125269937119,198.032857489554,3.6109202802369e-09,2.66662778082964e-07,"Syt11","synaptotagmin XI","229521"
"ENSMUSG00000049252",-5.55393703662895,3.71912751841501,190.570278696807,3.64670439091752e-09,2.68170691161562e-07,"Lrp1b","low density lipoprotein-related protein 1B","94217"
"ENSMUSG00000105891",-7.72320334094753,3.81310854569344,149.688362626849,3.66098274011528e-09,2.68170691161562e-07,"A230001M10Rik","RIKEN cDNA A230001M10 gene","319951"
"ENSMUSG00000030711",-4.92550577789321,4.65901057777888,198.233087888266,3.68950225544545e-09,2.69170017370058e-07,"Sult1a1","sulfotransferase family 1A, phenol-preferring, member 1","20887"
"ENSMUSG00000030093",-7.07301721679115,2.85220050981764,130.744586188943,3.71903944632023e-09,2.70235263864546e-07,"Wnt7a","wingless-type MMTV integration site family, member 7A","22421"
"ENSMUSG00000021403",7.43009397302463,4.55024643402002,196.841454460595,3.74503827541706e-09,2.71035910068483e-07,"Serpinb9b","serine (or cysteine) peptidase inhibitor, clade B, member 9b","20706"
"ENSMUSG00000017868",-8.834271321096,3.73637561898202,206.125408179066,3.77314623913255e-09,2.719822107754e-07,"Sgk2","serum/glucocorticoid regulated kinase 2","27219"
"ENSMUSG00000074342",-4.46502691970868,5.38141156932798,196.642253632858,3.78987993176048e-09,2.72104355576756e-07,"I830077J02Rik","RIKEN cDNA I830077J02 gene","433638"
"ENSMUSG00000036256",3.45275925519554,8.9013849174491,195.960326752235,3.84775832065377e-09,2.75167949784936e-07,"Igfbp7","insulin-like growth factor binding protein 7","29817"
"ENSMUSG00000031438",5.33113709456299,8.81983738306612,195.817454276888,3.86537803311794e-09,2.75339703752767e-07,"Rnf128","ring finger protein 128","66889"
"ENSMUSG00000027562",-5.9828237329812,10.9016879705352,195.600248728534,3.891293766458e-09,2.76098737711861e-07,"Car2","carbonic anhydrase 2","12349"
"ENSMUSG00000043822",4.82987845545104,4.53607624990933,194.864548544761,4.00770711921216e-09,2.82301311978432e-07,"Adamtsl5","ADAMTS-like 5","66548"
"ENSMUSG00000048482",4.65608274846889,3.96649632209262,196.368294106829,4.00991749176239e-09,2.82301311978432e-07,"Bdnf","brain derived neurotrophic factor","12064"
"ENSMUSG00000027208",5.622259314637,2.73806000261129,196.024869282977,4.07034677164713e-09,2.85444899765161e-07,"Fgf7","fibroblast growth factor 7","14178"
"ENSMUSG00000015568",6.85675605504137,10.5470621491683,193.324336654692,4.18110280301635e-09,2.92079895810713e-07,"Lpl","lipoprotein lipase","16956"
"ENSMUSG00000046160",-7.2009646898164,7.52799675075419,193.349730274104,4.2290952811651e-09,2.93413135413989e-07,"Olig1","oligodendrocyte transcription factor 1","50914"
"ENSMUSG00000027223",-3.63490293385953,4.37814950708584,193.276853511929,4.24056369923736e-09,2.93413135413989e-07,"Mapk8ip1","mitogen-activated protein kinase 8 interacting protein 1","19099"
"ENSMUSG00000015854",4.83479963797817,6.79280911730156,189.794297265307,4.26398730120568e-09,2.93413135413989e-07,"Cd5l","CD5 antigen-like","11801"
"ENSMUSG00000120232",-7.3242193690997,3.23516863397862,128.177583863688,4.26505580135296e-09,2.93413135413989e-07,NA,NA,NA
"ENSMUSG00000026414",5.4873191127433,1.5691186676089,173.791838016659,4.29432879529047e-09,2.94307920049964e-07,"Tnnt2","troponin T2, cardiac","21956"
"ENSMUSG00000029810",-3.55217561051769,8.25465168595019,192.19538997964,4.32594301101713e-09,2.95355799616351e-07,"Tmem176b","transmembrane protein 176B","65963"
"ENSMUSG00000027238",-5.2343223066858,4.52765416663778,192.420221398613,4.46046342542336e-09,3.02498812454531e-07,"Frmd5","FERM domain containing 5","228564"
"ENSMUSG00000042817",-8.10132447258283,3.22049608785063,126.501667510629,4.46400170924445e-09,3.02498812454531e-07,"Flt3","FMS-like tyrosine kinase 3","14255"
"ENSMUSG00000032261",3.73271493588348,4.10057803676464,190.706140898223,4.55616761663208e-09,3.07592315998971e-07,"Sh3bgrl2","SH3 domain binding glutamic acid-rich protein like 2","212531"
"ENSMUSG00000030849",-3.44931906213512,6.42433056767665,189.521825339083,4.71243439196457e-09,3.16959388304145e-07,"Fgfr2","fibroblast growth factor receptor 2","14183"
"ENSMUSG00000121079",-6.09055277626332,4.14605848542838,144.944516863564,4.7690782449894e-09,3.19049812656996e-07,NA,NA,NA
"ENSMUSG00000100837",-7.5959406589137,3.58270380031498,144.232521264919,4.77878180677864e-09,3.19049812656996e-07,"1700063D05Rik","RIKEN cDNA 1700063D05 gene","78500"
